,Код продукта,Название продукта,Бренд,Срок годности,Количество в упаковке,Единица измерения,Вес упаковки,Цена,Категория,Длина упаковки,Ширина упаковки,Высота упаковки
11224,MBM-00428,"Metabolic Maintenance, цитрат магния, 120 капсул",Metabolic Maintenance,09.2025,120,шт.,0.32,5 900 ₽,Микроэлементы,12.1,6.5,6.5
11225,NTA-26173,"Nature's Answer, малат и глицинат магния в жидкой форме, 480 мл (16 жидк. унций)",Nature's Answer,01.2027,473,мл,0.87,2 762 ₽,Микроэлементы,17.3,7.4,7.4
11226,NOW-01298,"NOW Foods, цитрат магния, 180 капсул",NOW Foods,01.2028,180,шт.,0.44,3 264 ₽,Микроэлементы,16,8.1,8.1
11227,NOR-01533,"Nordic Naturals, комплекс магния, 90 капсул",Nordic Naturals,08.2026,90,шт.,0.14,3 305 ₽,Микроэлементы,11.7,6.4,6.4
11228,ATN-02336,"Ancient Nutrition, магний, 300 мг, 90 капсул (100 мг в 1 капсуле)",Ancient Nutrition,06.2025,90,шт.,0.09,4 367 ₽,Микроэлементы,11,5.8,5.8
11229,CLF-02680,"Country Life, хелатный глицинат магния, 400 мг, 90 таблеток (133 мг в 1 таблетке)",Country Life,10.2026,90,шт.,0.34,3 101 ₽,Микроэлементы,12.1,6.6,6.4
11230,SNS-02100,"Source Naturals, цитрат магния, 133 мг, 180 капсул",Source Naturals,07.2027,180,шт.,0.25,2 700 ₽,Микроэлементы,14,7.4,7.4
11231,CAR-05612,"Carlson, Хелатный глицинат магния, 200 мг, 180 таблеток",Carlson,09.2028,180,шт.,0.35,5 401 ₽,Микроэлементы,7.4,7.4,13.2
11232,CAL-61832,"KAL, таурат магния+, 400 мг, 180 таблеток (200 мг в 1 таблетке)",KAL,05.2027,180,шт.,0.35,5 422 ₽,Микроэлементы,16,8,8
11233,SNS-00535,"Source Naturals, малат магния, 3750 мг, 360 таблеток (1250 мг в 1 таблетке)",Source Naturals,09.2026,360,шт.,0.64,5 005 ₽,Микроэлементы,16.8,9.1,9.1
11234,TMR-00498,"Trace Minerals ®, жевательные таблетки с магнием, малина и лимон, 120 жевательных таблеток",Trace Minerals ®,10.2025,120,шт.,0.23,4 940 ₽,Микроэлементы,13.5,7.1,7.4
11235,PTG-00008,"Natural Vitality, CALM, добавка с магнием для приготовления напитка, со вкусом апельсина, 453 г (16 унций)",Natural Vitality,07.2026,454,г,0.57,5 039 ₽,Микроэлементы,18.4,9.4,9.3
11236,EUR-26102,"Terry Naturally, Биоактивный магниевый комплекс с P-5-P и цинком, 120 капсул",Terry Naturally,09.2026,120,шт.,0.13,3 724 ₽,Микроэлементы,5.8,5.8,10.7
11237,JIG-00062,"Jigsaw Health, MagSRT, магний с замедленным высвобождением, 240 таблеток",Jigsaw Health,06.2025,240,шт.,0.27,8 193 ₽,Микроэлементы,13.1,6.6,6.5
11238,NRT-05535,"Nature's Bounty, Магний, 500 мг, 100 таблеток, покрытых оболочкой",Nature's Bounty,06.2026,100,шт.,0.18,1 561 ₽,Микроэлементы,5.1,5.1,10.7
11239,PTG-00226,"Natural Vitality, CALM Specifics, добавка для спокойного сна, со вкусом ягод, 170 г (6 унций)",Natural Vitality,02.2026,170,г,0.25,3 795 ₽,Микроэлементы,16.3,6.6,6.6
11240,DSA-20084,"Dr. Sinatra, комплекс магния широкого спектра действия, 120 капсул",Dr. Sinatra,Not provided,120,шт.,0.14,4 125 ₽,Микроэлементы,11.7,6.4,6.4
11241,NLI-83459,"Nature's Life, Обновляющий магний, 500 мг, 180 растительных капсул",Nature's Life,05.2027,180,шт.,0.25,3 138 ₽,Микроэлементы,13.5,7.2,7.1
11242,CAL-71060,"KAL, оротат магния 200, 200 мг, 120 растительных капсул (50 мг в 1 капсуле)",KAL,04.2027,120,шт.,0.16,2 684 ₽,Микроэлементы,6.4,6.4,11.4
11243,AMN-02581,"Amazing Nutrition, Оксид магния, 500 мг, 90 капсул",Amazing Nutrition,11.2026,90,шт.,0.09,2 110 ₽,Микроэлементы,10.9,4.8,3.8
11244,DRB-00087,"Doctor's Best, 100%-ный хелатный легкоусвояемый магний с микроэлементами Albion, 100 мг, 240 таблеток",Doctor's Best,04.2026,240,шт.,0.4,3 239 ₽,Микроэлементы,7.9,7.9,14.5
11245,BLB-00683,"Bluebonnet Nutrition, хелатный магний, 120 растительных капсул",Bluebonnet Nutrition,10.2026,120,шт.,0.38,3 856 ₽,Микроэлементы,13,6.9,6.9
11246,PTG-04353,"Natural Vitality, CALM, смесь для снятия стресса, вишня, 226 г (8 унций)",Natural Vitality,04.2026,227,г,0.29,3 294 ₽,Микроэлементы,10.2,9.3,9.3
11247,CLF-02474,"Country Life, Target-Mins, магниевые капсулы с диоксидом кремния, 300 мг, 60 веганских капсул",Country Life,09.2025,60,шт.,0.18,1 841 ₽,Микроэлементы,10.3,5.6,5.5
11248,BLB-00720,"Bluebonnet Nutrition, Кальций и магний в соотношении 1: 1, 180 растительных капсул",Bluebonnet Nutrition,Not provided,180,шт.,0.5,4 903 ₽,Микроэлементы,14.9,8.1,8
11249,NOW-01292,"NOW Foods, Цитрат магния, 200 мг, 250 таблеток",NOW Foods,11.2028,250,шт.,0.5,4 007 ₽,Микроэлементы,16,8.1,8.1
11250,PTG-00011,"Natural Vitality, CALM, со вкусом малины и лимона, 453 г (16 унций)",Natural Vitality,06.2026,454,г,0.57,5 102 ₽,Микроэлементы,18.4,9.4,9.3
11251,NDM-01269,"Nature Made, магний, 250 мг, 100 таблеток",Nature Made,11.2026,100,шт.,0.09,1 113 ₽,Микроэлементы,5.1,5.1,9.1
11252,YOU-00730,"Youtheory, Relax, магниевый порошок, формула для снятия стресса + L-теанин, вкус ягод, 126 г (4,4 унции)",Youtheory,07.2025,125,г,0.18,3 379 ₽,Микроэлементы,7.6,7.6,9.4
11253,CGN-01564,"California Gold Nutrition, магний в растворимом порошке с нейтральным вкусом, 283 г (10 унций)",California Gold Nutrition,04.2025,284,г,0.34,3 735 ₽,Микроэлементы,9.3,9.3,9.1
11254,ZAH-08126,"Zahler, магний, 200 мг, 60 капсул",Zahler,01.2026,60,шт.,0.07,2 116 ₽,Микроэлементы,11,5.6,5.6
11255,NLI-00687,"Nature's Life, восстанавливающий малат магния, 200 мг, 250 таблеток",Nature's Life,05.2027,250,шт.,0.54,3 795 ₽,Микроэлементы,16.1,8,7.9
11256,JIG-00153,"Jigsaw Health, MagSRT, B-Free, магний с замедленным высвобождением, 240 таблеток",Jigsaw Health,08.2025,240,шт.,0.27,8 196 ₽,Микроэлементы,13.1,6.6,6.5
11257,PRT-11298,"Protocol for Life Balance, Цитрат магния, 180 мягких таблеток",Protocol for Life Balance,09.2027,180,шт.,0.44,5 103 ₽,Микроэлементы,15.6,8.1,8
11258,MCL-01778,"Dr. Mercola, L-треонат магния, 90 капсул",Dr. Mercola,07.2026,90,шт.,0.25,6 444 ₽,Микроэлементы,12.1,6.5,6.5
11259,JIG-00157,"Jigsaw Health, MagPure глицинат, 120 капсул",Jigsaw Health,08.2025,120,шт.,0.11,5 098 ₽,Микроэлементы,11.3,6.1,6
11260,DRB-00283,"Doctor's Best, магний для здоровья мозга с Magtein, 50 мг, 90 вегетарианских капсул",Doctor's Best,10.2025,90,шт.,0.11,5 982 ₽,Микроэлементы,11.6,6.1,6
11261,SNS-02204,"Source Naturals, Magnesium Serene, вкус ягод, 141,7 г",Source Naturals,02.2027,141.7,г,0.18,1 894 ₽,Микроэлементы,9.4,6.6,6.6
11262,PTG-00146,"Natural Vitality, Natural Calm Plus Calcium со вкусом малины и лимона, 454 г (16 унций)",Natural Vitality,Not provided,454,г,0.57,5 740 ₽,Микроэлементы,9.1,9.1,20.6
11263,SDN-30173,"Sundown Naturals, Магний, 500 мг, 180 капсуловидных таблеток в оболочке",Sundown Naturals,06.2026,180,шт.,0.32,1 901 ₽,Микроэлементы,7.1,7.1,12.4
11264,CVR-13082,"Cardiovascular Research, таурат калия-магния, 60 капсул",Cardiovascular Research,12.2026,60,шт.,0.06,1 862 ₽,Микроэлементы,8.4,5.1,5.1
11265,NTH-11098,"Nature's Truth, Магний Extra Strength, 400 мг, 72 мягких капсулы быстрого высвобождения",Nature's Truth,01.2027,72,шт.,0.2,2 059 ₽,Микроэлементы,11.6,6.4,9.7
11266,PRT-11290,"Protocol for Life Balance, Цитрат магния, 100 таблеток",Protocol for Life Balance,02.2029,100,шт.,0.21,3 211 ₽,Микроэлементы,11.2,6.4,6.4
11267,NDX-05319,"NutraMedix, Малат магния, 120 растительных капсул",NutraMedix,08.2026,120,шт.,0.11,2 756 ₽,Микроэлементы,10.7,6.1,6
11268,NFS-03542,"Natural Factors, Цитрат магния, смесь для приготовления напитка со вкусом тропических фруктов, 250 г (8,8 унции)",Natural Factors,09.2028,250,г,0.32,3 625 ₽,Микроэлементы,11,9.1,9.1
11269,PTG-04349,"Natural Vitality, CALM, антистрессовая смесь для напитков, без добавок, 226 г (8 унций)",Natural Vitality,09.2026,227,г,0.29,3 294 ₽,Микроэлементы,10.2,9.3,9.3
11270,NFS-01653,"Natural Factors, цитрат магния, 150 мг, 180 капсул",Natural Factors,11.2027,180,шт.,0.23,3 135 ₽,Микроэлементы,12.2,7.9,7.7
11271,THR-00644,"Thorne, Бисглицинат магния, 237 г (8,4 унции)",Thorne,06.2025,184,г,0.23,7 899 ₽,Микроэлементы,9.4,9.3,7.5
11272,JIG-00186,"Jigsaw Health, MagSoothe, терпкий малиновый лимонад, 60 пакетиков, 330 г",Jigsaw Health,06.2025,60,шт.,0.4,7 443 ₽,Микроэлементы,30.2,14.2,8.8
11273,CEN-27072,"21st Century, MgO-400, 90 таблеток",21st Century,05.2026,90,шт.,0.11,1 263 ₽,Микроэлементы,4.6,6.1,9.4
11274,EMT-07766,"Nature's Way, Krebs, комплекс магния и калия, 345 мг, 120 веганских таблеток (172 мг в 1 таблетке)",Nature's Way,12.2026,120,шт.,0.23,2 990 ₽,Микроэлементы,13,6.6,6.6
11275,SOL-59205,"Solgar, Цитрат магния, 120 таблеток",Solgar,12.2026,120,шт.,0.52,2 591 ₽,Микроэлементы,14.9,8.1,8
11276,PRT-12390,"Protocol for Life Balance, Protosorb Magnesium, 90 растительных капсул",Protocol for Life Balance,08.2025,90,шт.,0.12,7 899 ₽,Микроэлементы,11.2,6.4,6.4
11277,CAL-62827,"KAL, тройной источник магния, 100 таблеток",KAL,01.2027,100,шт.,0.21,2 279 ₽,Микроэлементы,6.2,6.4,11.4
11278,NCR-90243,"New Chapter, Магний + ашваганда, 60 веганских таблеток",New Chapter,09.2025,60,шт.,0.26,4 122 ₽,Микроэлементы,11.2,6.2,6
11279,PTG-04356,"Natural Vitality, Calm, смесь для приготовления антистресс-напитка, арбуз, 226 г (8 унций)",Natural Vitality,04.2026,227,г,0.29,3 294 ₽,Микроэлементы,10.2,9.3,9.3
11280,AGE-12164,"Codeage, Глицинат магния, 240 капсул",Codeage,10.2026,240,шт.,0.23,6 680 ₽,Микроэлементы,9.4,9.3,9.1
11281,TMR-00025,"Trace Minerals ®, Mega-Mag с низким содержанием натрия, 400 мг, 118 мл (4 жидк. унции)",Trace Minerals ®,10.2028,118,мл,0.27,3 210 ₽,Микроэлементы,14,4.8,4.8
11282,TMR-00392,"Trace Minerals ®, шипучие таблетки с магнием, апельсин, 8 туб, по 10 таблеток в каждом",Trace Minerals ®,07.2026,10,шт.,0.45,7 597 ₽,Микроэлементы,17.9,10.2,10
11283,NAU-62830,"NATURELO, хелат глицината магния, 200 мг, 120 вегетарианских капсул",NATURELO,11.2025,120,шт.,0.16,4 283 ₽,Микроэлементы,11.9,6.7,6.7
11284,SNS-02206,"Source Naturals, Magnesium Serene, со вкусом ягод, 17,6 унции (500 г)",Source Naturals,02.2027,504,г,0.59,5 405 ₽,Микроэлементы,11.4,9.4,9.4
11285,TMR-00503,"Trace Minerals ®, Жевательные мармеладки с магнием, мандарин, 120 жевательных таблеток",Trace Minerals ®,12.2025,120,шт.,0.37,3 795 ₽,Микроэлементы,13.3,7.2,7.1
11286,EMR-00352,"Emerald Laboratories, чистый магний Albion, 400 мг, 120 растительных капсул (100 мг в 1 капсуле)",Emerald Laboratories,01.2027,120,шт.,0.12,3 724 ₽,Микроэлементы,11.4,6.4,6.4
11287,PTG-04350,"Natural Vitality, CALM, антистрессовая смесь для напитков, малина и лимон, 226 г (8 унций)",Natural Vitality,06.2026,227,г,0.29,3 294 ₽,Микроэлементы,10.2,9.3,9.3
11288,SWV-02860,"Swanson, Albion, глицинат магния в порошке, 150 г (5,3 унции)",Swanson,11.2026,150,г,0.24,2 915 ₽,Микроэлементы,12.2,12.2,12.1
11289,NFS-01655,"Natural Factors, Цитрат магния, 150 мг, 360 капсул",Natural Factors,08.2028,360,шт.,0.42,5 002 ₽,Микроэлементы,8.6,8.6,16.3
11290,SOR-89504,"Solaray, Глицинат магния для лучшего усвоения, 350 мг, 240 вегетарианских капсул",Solaray,06.2027,240,шт.,0.32,5 102 ₽,Микроэлементы,16.3,7.9,7.9
11291,MGF-10396,"MegaFood, Магний, 300 мг, 60 капсул",MegaFood,01.2026,60,шт.,0.22,2 915 ₽,Микроэлементы,11,6.1,6.1
11292,CTO-04111,"Chapter One, магний, со вкусом малины, 60 жевательных мармеладок",Chapter One,09.2025,60,шт.,0.24,2 950 ₽,Микроэлементы,11.7,6.4,6.4
11293,NDM-02895,"Nature Made, цитрат магния, 250 мг, 120 капсул (125 мг в 1 капсуле)",Nature Made,05.2026,120,шт.,0.3,3 685 ₽,Микроэлементы,14.2,7.7,7.7
11294,FOA-01959,"Force Factor, Ultimate магний, апельсиновый крем, 330 мг, 60 жевательных таблеток (165 мг в 1 жевательной таблетке)",Force Factor,12.2025,60,шт.,0.41,2 760 ₽,Микроэлементы,16.1,10.2,7.2
11295,WIO-30022,"Swanson WIO, MagnesiUMMIES, арбуз, 120 жевательных таблеток",Swanson WIO,11.2025,120,шт.,0.38,3 489 ₽,Микроэлементы,13.3,7.2,7.2
11296,PTG-00195,"Natural Vitality, CALM, антистрессовая смесь для напитков, вишня, 453 г (16 унций)",Natural Vitality,02.2026,454,г,0.55,5 039 ₽,Микроэлементы,21.1,9.5,9.1
11297,LKN-01672,"Lake Avenue Nutrition, хелатный бисглицинат магния с TRAACS®, 200 мг, 60 таблеток (100 мг в 1 таблетке)",Lake Avenue Nutrition,02.2027,60,шт.,0.09,1 646 ₽,Микроэлементы,9.4,5.3,5.2
11298,WSY-25782,"Wholesome Story, Цинк с магнием и витамином B6, 60 вегетарианских капсул",Wholesome Story,01.2026,60,шт.,0.07,4 447 ₽,Микроэлементы,11,5.8,5.7
11299,LEX-24343,"Life Extension, Calm-Mag, ацетил тауринат магния, 30 вегетарианских капсул",Life Extension,08.2025,30,шт.,0.05,3 879 ₽,Микроэлементы,9.1,4.6,4.7
